"","YearStart","LocationDesc","Class","Question","Data_Value","StratificationCategory1","Stratification1"
"6294",2016,"Florida","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",27.8,"Education","Some college or technical school"
"6295",2016,"Florida","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",21.9,"Education","College graduate"
"6296",2016,"Florida","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",14.9,"Age (years)","18 - 24"
"6297",2016,"Florida","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",27.2,"Age (years)","25 - 34"
"6298",2016,"Florida","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",29.4,"Age (years)","35 - 44"
"6299",2016,"Florida","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",31.7,"Age (years)","45 - 54"
"6300",2016,"Florida","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",32.6,"Age (years)","55 - 64"
"6301",2016,"Florida","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",25.8,"Age (years)","65 or older"
"6302",2016,"Florida","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",32.2,"Income","Less than $15,000"
"6303",2016,"Florida","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",31.3,"Income","$15,000 - $24,999"
"6304",2016,"Florida","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",27.5,"Income","$25,000 - $34,999"
"6305",2016,"Florida","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",27.7,"Income","$35,000 - $49,999"
"6306",2016,"Florida","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",27.7,"Income","$50,000 - $74,999"
"6307",2016,"Florida","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",25.4,"Income","$75,000 or greater"
"6308",2016,"Florida","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",23.8,"Income","Data not reported"
"6309",2016,"Florida","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",26.7,"Race/Ethnicity","Non-Hispanic White"
"6310",2016,"Florida","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",34,"Race/Ethnicity","Non-Hispanic Black"
"6311",2016,"Florida","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",27.2,"Race/Ethnicity","Hispanic"
"6312",2016,"Florida","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",14.3,"Race/Ethnicity","Asian"
"6313",2016,"Florida","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",NA,"Race/Ethnicity","Hawaiian/Pacific Islander"
"6314",2016,"Florida","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",34.1,"Race/Ethnicity","American Indian/Alaska Native"
"6315",2016,"Florida","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",27.6,"Race/Ethnicity","2 or more races"
"6316",2016,"Florida","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",27.9,"Race/Ethnicity","Other"
"6317",2016,"Georgia","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",29.8,"Gender","Male"
"6318",2016,"Georgia","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",33.1,"Gender","Female"
"6319",2016,"Georgia","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",38.2,"Education","Less than high school"
"6320",2016,"Georgia","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",32.3,"Education","High school graduate"
"6321",2016,"Georgia","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",34.1,"Education","Some college or technical school"
"6322",2016,"Georgia","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",23.5,"Education","College graduate"
"6323",2016,"Georgia","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",17.3,"Age (years)","18 - 24"
"6324",2016,"Georgia","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",27.6,"Age (years)","25 - 34"
"6325",2016,"Georgia","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",35.8,"Age (years)","35 - 44"
"6326",2016,"Georgia","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",36.7,"Age (years)","45 - 54"
"6327",2016,"Georgia","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",37.6,"Age (years)","55 - 64"
"6328",2016,"Georgia","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",31,"Age (years)","65 or older"
"6329",2016,"Georgia","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",37.8,"Income","Less than $15,000"
"6330",2016,"Georgia","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",35.4,"Income","$15,000 - $24,999"
"6331",2016,"Georgia","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",32.2,"Income","$25,000 - $34,999"
"6332",2016,"Georgia","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",41.1,"Income","$35,000 - $49,999"
"6333",2016,"Georgia","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",31.2,"Income","$50,000 - $74,999"
"6334",2016,"Georgia","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",27,"Income","$75,000 or greater"
"6335",2016,"Georgia","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",23.6,"Income","Data not reported"
"6336",2016,"Georgia","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",29.8,"Race/Ethnicity","Non-Hispanic White"
"6337",2016,"Georgia","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",38.2,"Race/Ethnicity","Non-Hispanic Black"
"6338",2016,"Georgia","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",32.4,"Race/Ethnicity","Hispanic"
"6339",2016,"Georgia","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",3,"Race/Ethnicity","Asian"
"6340",2016,"Georgia","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",NA,"Race/Ethnicity","Hawaiian/Pacific Islander"
"6341",2016,"Georgia","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",NA,"Race/Ethnicity","American Indian/Alaska Native"
"6342",2016,"Georgia","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",22.6,"Race/Ethnicity","2 or more races"
"6343",2016,"Georgia","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",NA,"Race/Ethnicity","Other"
"6344",2016,"Hawaii","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",26.1,"Gender","Male"
"6345",2016,"Hawaii","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",21.4,"Gender","Female"
"6346",2016,"Hawaii","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",26.6,"Education","Less than high school"
"6347",2016,"Hawaii","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",27.5,"Education","High school graduate"
"6348",2016,"Hawaii","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",24.9,"Education","Some college or technical school"
"6349",2016,"Hawaii","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",17.8,"Education","College graduate"
"6350",2016,"Hawaii","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",13.9,"Age (years)","18 - 24"
"6351",2016,"Hawaii","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",26.3,"Age (years)","25 - 34"
"6352",2016,"Hawaii","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",29.6,"Age (years)","35 - 44"
"6353",2016,"Hawaii","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",30.3,"Age (years)","45 - 54"
"6354",2016,"Hawaii","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",26.4,"Age (years)","55 - 64"
"6355",2016,"Hawaii","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",16,"Age (years)","65 or older"
"6356",2016,"Hawaii","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",33.7,"Income","Less than $15,000"
"6357",2016,"Hawaii","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",23.3,"Income","$15,000 - $24,999"
"6358",2016,"Hawaii","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",23.8,"Income","$25,000 - $34,999"
"6359",2016,"Hawaii","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",25.7,"Income","$35,000 - $49,999"
"6360",2016,"Hawaii","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",26.1,"Income","$50,000 - $74,999"
"6361",2016,"Hawaii","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",22.3,"Income","$75,000 or greater"
"6362",2016,"Hawaii","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",16.1,"Income","Data not reported"
"6363",2016,"Hawaii","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",18,"Race/Ethnicity","Non-Hispanic White"
"6364",2016,"Hawaii","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",28.4,"Race/Ethnicity","Non-Hispanic Black"
"6365",2016,"Hawaii","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",31.8,"Race/Ethnicity","Hispanic"
"6366",2016,"Hawaii","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",16.5,"Race/Ethnicity","Asian"
"6367",2016,"Hawaii","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",50.9,"Race/Ethnicity","Hawaiian/Pacific Islander"
"6368",2016,"Hawaii","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",NA,"Race/Ethnicity","American Indian/Alaska Native"
"6369",2016,"Hawaii","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",36.6,"Race/Ethnicity","2 or more races"
"6370",2016,"Hawaii","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",NA,"Race/Ethnicity","Other"
"6371",2016,"Idaho","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",28.1,"Gender","Male"
"6372",2016,"Idaho","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",26.6,"Gender","Female"
"6373",2016,"Idaho","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",32,"Education","Less than high school"
"6374",2016,"Idaho","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",28.7,"Education","High school graduate"
"6375",2016,"Idaho","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",28.1,"Education","Some college or technical school"
"6376",2016,"Idaho","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",22.6,"Education","College graduate"
"6377",2016,"Idaho","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",21.5,"Age (years)","18 - 24"
"6378",2016,"Idaho","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",26,"Age (years)","25 - 34"
"6379",2016,"Idaho","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",25.8,"Age (years)","35 - 44"
"6380",2016,"Idaho","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",35.1,"Age (years)","45 - 54"
"6381",2016,"Idaho","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",30.7,"Age (years)","55 - 64"
"6382",2016,"Idaho","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",25.2,"Age (years)","65 or older"
"6383",2016,"Idaho","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",28.8,"Income","Less than $15,000"
"6384",2016,"Idaho","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",32.3,"Income","$15,000 - $24,999"
"6385",2016,"Idaho","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",25.4,"Income","$25,000 - $34,999"
"6386",2016,"Idaho","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",23.8,"Income","$35,000 - $49,999"
"6387",2016,"Idaho","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",33.3,"Income","$50,000 - $74,999"
"6388",2016,"Idaho","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",25.7,"Income","$75,000 or greater"
"6389",2016,"Idaho","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",20.6,"Income","Data not reported"
"6390",2016,"Idaho","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",27.1,"Race/Ethnicity","Non-Hispanic White"
"6391",2016,"Idaho","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",NA,"Race/Ethnicity","Non-Hispanic Black"
"6392",2016,"Idaho","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",30.3,"Race/Ethnicity","Hispanic"
"6393",2016,"Idaho","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",NA,"Race/Ethnicity","Asian"
"6394",2016,"Idaho","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",NA,"Race/Ethnicity","Hawaiian/Pacific Islander"
"6395",2016,"Idaho","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",37.8,"Race/Ethnicity","American Indian/Alaska Native"
"6396",2016,"Idaho","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",49.3,"Race/Ethnicity","2 or more races"
"6397",2016,"Idaho","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",NA,"Race/Ethnicity","Other"
"6398",2016,"Illinois","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",32.3,"Gender","Male"
"6399",2016,"Illinois","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",31,"Gender","Female"
"6400",2016,"Illinois","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",39.4,"Education","Less than high school"
"6401",2016,"Illinois","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",33.2,"Education","High school graduate"
"6402",2016,"Illinois","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",32.4,"Education","Some college or technical school"
"6403",2016,"Illinois","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",26.2,"Education","College graduate"
"6404",2016,"Illinois","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",17.3,"Age (years)","18 - 24"
"6405",2016,"Illinois","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",27.6,"Age (years)","25 - 34"
"6406",2016,"Illinois","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",35.4,"Age (years)","35 - 44"
"6407",2016,"Illinois","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",38.2,"Age (years)","45 - 54"
"6408",2016,"Illinois","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",36.9,"Age (years)","55 - 64"
"6409",2016,"Illinois","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",30.9,"Age (years)","65 or older"
"6410",2016,"Illinois","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",38.2,"Income","Less than $15,000"
"6411",2016,"Illinois","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",34.7,"Income","$15,000 - $24,999"
"6412",2016,"Illinois","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",30.2,"Income","$25,000 - $34,999"
"6413",2016,"Illinois","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",31,"Income","$35,000 - $49,999"
"6414",2016,"Illinois","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",34.4,"Income","$50,000 - $74,999"
"6415",2016,"Illinois","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",28.7,"Income","$75,000 or greater"
"6416",2016,"Illinois","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",27.8,"Income","Data not reported"
"6417",2016,"Illinois","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",30.7,"Race/Ethnicity","Non-Hispanic White"
"6418",2016,"Illinois","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",39.5,"Race/Ethnicity","Non-Hispanic Black"
"6419",2016,"Illinois","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",36.6,"Race/Ethnicity","Hispanic"
"6420",2016,"Illinois","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",11.5,"Race/Ethnicity","Asian"
"6421",2016,"Illinois","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",NA,"Race/Ethnicity","Hawaiian/Pacific Islander"
"6422",2016,"Illinois","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",NA,"Race/Ethnicity","American Indian/Alaska Native"
"6423",2016,"Illinois","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",19.9,"Race/Ethnicity","2 or more races"
"6424",2016,"Illinois","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",NA,"Race/Ethnicity","Other"
"6425",2016,"Indiana","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",32.3,"Gender","Male"
"6426",2016,"Indiana","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",32.6,"Gender","Female"
"6427",2016,"Indiana","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",34,"Education","Less than high school"
"6428",2016,"Indiana","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",33.8,"Education","High school graduate"
"6429",2016,"Indiana","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",34.1,"Education","Some college or technical school"
"6430",2016,"Indiana","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",27.2,"Education","College graduate"
"6431",2016,"Indiana","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",17.6,"Age (years)","18 - 24"
"6432",2016,"Indiana","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",32.4,"Age (years)","25 - 34"
"6433",2016,"Indiana","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",35,"Age (years)","35 - 44"
"6434",2016,"Indiana","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",39.4,"Age (years)","45 - 54"
"6435",2016,"Indiana","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",37.5,"Age (years)","55 - 64"
"6436",2016,"Indiana","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",30.6,"Age (years)","65 or older"
"6437",2016,"Indiana","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",36.5,"Income","Less than $15,000"
"6438",2016,"Indiana","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",35.3,"Income","$15,000 - $24,999"
"6439",2016,"Indiana","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",35.2,"Income","$25,000 - $34,999"
"6440",2016,"Indiana","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",33.3,"Income","$35,000 - $49,999"
"6441",2016,"Indiana","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",34.6,"Income","$50,000 - $74,999"
"6442",2016,"Indiana","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",28.7,"Income","$75,000 or greater"
"6443",2016,"Indiana","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",27.2,"Income","Data not reported"
"6444",2016,"Indiana","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",32.1,"Race/Ethnicity","Non-Hispanic White"
"6445",2016,"Indiana","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",42.1,"Race/Ethnicity","Non-Hispanic Black"
"6446",2016,"Indiana","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",26.8,"Race/Ethnicity","Hispanic"
"6447",2016,"Indiana","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",8.5,"Race/Ethnicity","Asian"
"6448",2016,"Indiana","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",NA,"Race/Ethnicity","Hawaiian/Pacific Islander"
"6449",2016,"Indiana","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",30.6,"Race/Ethnicity","American Indian/Alaska Native"
"6450",2016,"Indiana","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",48.3,"Race/Ethnicity","2 or more races"
"6451",2016,"Indiana","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",NA,"Race/Ethnicity","Other"
"6452",2016,"Iowa","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",33.8,"Gender","Male"
"6453",2016,"Iowa","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",30,"Gender","Female"
"6454",2016,"Iowa","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",38.6,"Education","Less than high school"
"6455",2016,"Iowa","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",32.8,"Education","High school graduate"
"6456",2016,"Iowa","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",33.2,"Education","Some college or technical school"
"6457",2016,"Iowa","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",26.7,"Education","College graduate"
"6458",2016,"Iowa","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",18.4,"Age (years)","18 - 24"
"6459",2016,"Iowa","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",28.2,"Age (years)","25 - 34"
"6460",2016,"Iowa","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",38.7,"Age (years)","35 - 44"
"6461",2016,"Iowa","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",36.3,"Age (years)","45 - 54"
"6462",2016,"Iowa","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",37.9,"Age (years)","55 - 64"
"6463",2016,"Iowa","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",30.9,"Age (years)","65 or older"
"6464",2016,"Iowa","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",38.3,"Income","Less than $15,000"
"6465",2016,"Iowa","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",34.1,"Income","$15,000 - $24,999"
"6466",2016,"Iowa","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",31.9,"Income","$25,000 - $34,999"
"6467",2016,"Iowa","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",32.7,"Income","$35,000 - $49,999"
"6468",2016,"Iowa","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",36,"Income","$50,000 - $74,999"
"6469",2016,"Iowa","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",28.6,"Income","$75,000 or greater"
"6470",2016,"Iowa","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",28.3,"Income","Data not reported"
"6471",2016,"Kansas","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",36.8,"Age (years)","55 - 64"
"6472",2016,"Iowa","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",31.9,"Race/Ethnicity","Non-Hispanic White"
"6473",2016,"Iowa","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",35.2,"Race/Ethnicity","Non-Hispanic Black"
"6474",2016,"Iowa","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",27.8,"Race/Ethnicity","Hispanic"
"6475",2016,"Iowa","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",14.4,"Race/Ethnicity","Asian"
"6476",2016,"Iowa","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",NA,"Race/Ethnicity","Hawaiian/Pacific Islander"
"6477",2016,"Iowa","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",NA,"Race/Ethnicity","American Indian/Alaska Native"
"6478",2016,"Iowa","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",NA,"Race/Ethnicity","2 or more races"
"6479",2016,"Iowa","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",NA,"Race/Ethnicity","Other"
"6480",2016,"Kansas","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",31.4,"Gender","Male"
"6481",2016,"Kansas","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",30.9,"Gender","Female"
"6482",2016,"Kansas","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",30.4,"Education","Less than high school"
"6483",2016,"Kansas","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",32.3,"Education","High school graduate"
"6484",2016,"Kansas","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",33.6,"Education","Some college or technical school"
"6485",2016,"Kansas","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",27.3,"Education","College graduate"
"6486",2016,"Kansas","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",19.8,"Age (years)","18 - 24"
"6487",2016,"Kansas","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",28.7,"Age (years)","25 - 34"
"6488",2016,"Kansas","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",36,"Age (years)","35 - 44"
"6489",2016,"Kansas","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",35.9,"Age (years)","45 - 54"
"6490",2016,"Kansas","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",28.9,"Age (years)","65 or older"
"6491",2016,"Kansas","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",37,"Income","Less than $15,000"
"6492",2016,"Kansas","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",34.7,"Income","$15,000 - $24,999"
"6493",2016,"Kansas","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",33.2,"Income","$25,000 - $34,999"
"6494",2016,"Kansas","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",34.8,"Income","$35,000 - $49,999"
"6495",2016,"Kansas","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",32.8,"Income","$50,000 - $74,999"
"6496",2016,"Kansas","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",27.3,"Income","$75,000 or greater"
"6497",2016,"Kansas","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",26.4,"Income","Data not reported"
"6498",2016,"Kansas","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",30.5,"Race/Ethnicity","Non-Hispanic White"
"6499",2016,"Kansas","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",41.7,"Race/Ethnicity","Non-Hispanic Black"
"6500",2016,"Kansas","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",32.9,"Race/Ethnicity","Hispanic"
"6501",2016,"Kansas","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",15.2,"Race/Ethnicity","Asian"
"6502",2016,"Kansas","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",NA,"Race/Ethnicity","Hawaiian/Pacific Islander"
"6503",2016,"Kansas","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",31.4,"Race/Ethnicity","American Indian/Alaska Native"
"6504",2016,"Kansas","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",30.3,"Race/Ethnicity","2 or more races"
"6505",2016,"Kansas","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",NA,"Race/Ethnicity","Other"
"6506",2016,"Kentucky","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",33.1,"Gender","Male"
"6507",2016,"Kentucky","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",35.2,"Gender","Female"
"6508",2016,"Kentucky","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",37.4,"Education","Less than high school"
"6509",2016,"Kentucky","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",35.4,"Education","High school graduate"
"6510",2016,"Kentucky","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",34.3,"Education","Some college or technical school"
"6511",2016,"Kentucky","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",29.4,"Education","College graduate"
"6512",2016,"Kentucky","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",20.3,"Age (years)","18 - 24"
"6513",2016,"Kentucky","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",33.7,"Age (years)","25 - 34"
"6514",2016,"Kentucky","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",40.7,"Age (years)","35 - 44"
